userId,movieId,tag,timestamp
18,4141,Mark Waters,1240597180
65,208,dark hero,1368150078
65,353,dark hero,1368150079
65,521,noir thriller,1368149983
65,592,dark hero,1368150078
65,668,bollywood,1368149876
65,898,screwball comedy,1368150160
65,1248,noir thriller,1368149983
65,1391,mars,1368150055
65,1617,neo-noir,1368150217
65,1694,jesus,1368149925
65,1783,noir thriller,1368149983
65,2022,jesus,1368149925
65,2193,dragon,1368151314
65,2353,conspiracy theory,1368151266
65,2662,mars,1368150055
65,2726,noir thriller,1368149983
65,2840,jesus,1368149925
65,3052,jesus,1368149926
65,5135,bollywood,1368149876
65,6539,treasure,1368149949
65,6874,dark hero,1368150079
65,7013,noir thriller,1368149983
65,7318,jesus,1368149925
65,8529,stranded,1368150012
65,8622,conspiracy theory,1368151266
65,27803,Oscar (Best Foreign Language Film),1305008715
65,27866,New Zealand,1304957153
65,48082,surreal,1304958354
65,48082,unusual,1304958359
65,51884,bollywood,1368149876
65,58652,cute,1304957612
65,58652,emotional,1304957608
65,58652,girls who play boys,1304957403
65,58652,Stephen Chow,1304957388
96,106696,animation,1396097490
96,106696,beautiful,1396097497
96,106696,characters,1396097500
96,106696,Disney,1396097492
96,106696,feminist,1396097502
96,106696,Ice,1396097505
96,106696,music,1396097508
96,106696,musical,1396097509
96,106696,pacing,1396097517
96,106696,royalty,1396097530
96,106696,siblings,1396097533
96,106696,storyline,1396097537
96,106696,themes,1396097545
96,106696,unnecessary villain,1396097480
96,106696,voice acting,1396097553
96,106696,writing,1396097558
121,778,dark comedy,1300852846
121,778,drugs,1300852844
121,778,Nudity (Full Frontal - Notable),1300852839
121,778,Nudity (Full Frontal),1300852841
121,1288,Christopher Guest,1301640559
121,1288,comedy,1301640506
121,1288,music business,1301640523
121,1288,rock and roll,1301640495
121,1288,satire,1301640497
121,1288,witty,1301640500
121,2706,Nudity (Topless - Notable),1300767681
121,2706,Nudity (Topless),1300767684
121,2706,sexuality,1300767692
121,2706,teen comedy,1300767688
121,4718,Nudity (Topless),1300767714
121,4718,sexuality,1300767716
121,5283,College Humor,1300767768
121,5283,Nudity (Topless),1300767757
121,5283,R,1300767759
121,5283,Ryan Reynolds,1300767755
121,5283,Teen movie,1300767763
121,6188,college,1300767820
121,6188,Nudity (Topless),1300767799
121,6188,Seann William Scott,1300767815
121,6188,Vince Vaughn,1300767806
121,6188,Will Ferrell,1300767801
121,8641,Funniest Movies,1300767886
121,8641,hilarious,1300767877
121,8641,One of the worst movies of all time,1300767881
121,8641,seen more than once,1300767874
121,8641,Steve Carell,1300767867
121,8641,Vince Vaughn,1300767865
121,8641,Will Ferrell,1300767869
121,35836,comedy,1301197728
121,35836,crude humor,1301197736
121,35836,Nudity (Topless - Notable),1301197718
121,35836,Nudity (Topless),1301197721
121,35836,Seth Rogen,1301197741
121,35836,sex,1301197726
121,35836,sex comedy,1301197723
121,35836,Steve Carell,1301197739
121,36529,arms dealer,1300853069
121,36529,dark comedy,1300853064
121,36529,drugs,1300853066
121,36529,Nicolas Cage,1300853062
121,36529,Nudity (Topless),1300853074
121,46970,Below R,1300767910
121,46970,Tarantino,1300767902
121,46970,Will Ferrell,1300767900
121,52973,drugs,1300767609
121,52973,Nudity (Topless - Brief),1300767617
121,52973,Nudity (Topless),1300767611
121,54503,crude humor,1300767656
121,54503,Highly quotable,1300767653
121,54503,pornography,1300767660
121,54503,Teen movie,1300767647
121,54503,virginity,1300767649
121,59900,Adam Sandler,1301285234
121,59900,Below R,1301285252
121,59900,exaggerated,1301285236
121,59900,Israeli/Palestinian conflict,1301285239
121,59900,over the top,1301285257
121,60756,comedy,1300767849
121,60756,Seth Rogen,1300767836
121,60756,will ferrell,1300767840
121,68073,1960s,1301640389
121,68073,Bill Nighy,1301640392
121,68073,meandering,1301640416
121,68073,Philip Seymour Hoffman,1301640403
121,68073,pirate radio,1301640408
121,68073,rock and roll,1301640411
121,68073,soundtrack,1301640424
121,80693,mental illness,1301374303
121,80693,Zach Galifianakis,1301374311
129,104,Adam Sandler,1297144668
129,104,golf,1297144672
129,104,sports,1297144670
129,1359,Arnold Schwarzenegger,1294518488
129,1359,christmas movie,1294518492
129,1359,Xmas theme(?),1294518500
129,2335,Adam Sandler,1297144646
129,2335,American football,1297144648
129,2335,football,1297144659
129,2335,sport:American football,1297144654
129,2706,high school,1299453278
129,2706,Nudity (Topless - Notable),1299453299
129,2706,Nudity (Topless),1299453301
129,2706,sexuality,1299453289
129,2706,teen comedy,1299453305
129,2706,Teen movie,1299453318
129,2706,virginity,1299453284
129,3556,great ending,1300072673
129,3556,high school,1300072663
129,3556,lyrical,1300072685
129,3556,melancholy,1300072677
129,3556,psychology,1300072664
129,3556,reflective,1300072682
129,3556,suburbia,1300072679
129,3556,suicide,1300072668
129,3556,visually appealing,1300072678
129,4247,David Spade,1297144574
129,4247,fuck you it's funny,1297144577
129,4247,movie to see,1297144578
129,4732,stupid :),1297144592
129,4878,alternate timeline,1301886644
129,4878,cult classic,1301886648
129,4878,cult film,1301886649
129,4878,high school,1301886653
129,4878,mental illness,1301886646
129,4878,music,1301886673
129,4878,psychology,1301886645
129,4878,sci-fi,1301886670
129,4878,surreal,1301886666
129,4878,thought-provoking,1301886654
129,4878,time travel,1301886659
